lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
0.01971735619008541,0.04202521592378616,-0.1548890471458435,-0.42547813057899475,-0.5465595126152039,-0.034407444298267365
0.03737006336450577,0.039323579519987106,-0.0463566891849041,0.4720773994922638,0.3805665969848633,0.4449775218963623
0.08664855360984802,0.015058893710374832,-0.13317716121673584,-0.35543495416641235,-0.662668764591217,0.3224655091762543
0.09750105440616608,0.011710595339536667,-0.2506851851940155,-0.5062226057052612,-0.9452908039093018,0.2574560344219208
0.2438874989748001,-0.04443232715129852,-0.216091126203537,0.26701971888542175,-1.1276501417160034,-0.028408534824848175
0.3558042049407959,-0.13577231764793396,-0.19043473899364471,2.6009621620178223,0.38446009159088135,-0.14001750946044922
0.47697848081588745,-0.16217197477817535,-0.048836082220077515,0.1038016602396965,1.0638720989227295,0.11221060156822205
0.6073946356773376,-0.12911935150623322,0.04071124643087387,-0.10621439665555954,1.4033362865447998,0.21514840424060822
0.7929593324661255,-0.06299810111522675,0.11976909637451172,-0.04950248822569847,0.8484145402908325,0.18975940346717834
0.9994222521781921,-0.051076147705316544,0.24362747371196747,-0.3878483176231384,0.3432311713695526,0.16629262268543243
1.124362587928772,-0.051470156759023666,0.2095029503107071,0.3000699281692505,-0.36241835355758667,0.16873285174369812
1.1384748220443726,-0.08229005336761475,0.1278345137834549,1.276821494102478,-0.6887067556381226,0.05591163411736488
1.193044662475586,-0.0906473770737648,0.020974596962332726,0.2534966766834259,-1.3298730850219727,0.18535523116588593
1.244556188583374,-0.14568084478378296,-0.05271650478243828,1.3870623111724854,-1.1655795574188232,0.010325448587536812
1.2411229610443115,-0.22487425804138184,-0.21332678198814392,0.4338974952697754,-0.9033398032188416,0.18250836431980133
1.1909480094909668,-0.21739384531974792,-0.39999666810035706,-0.6259929537773132,0.5543817281723022,-0.11370669305324554
1.2948389053344727,-0.13243752717971802,-0.22435975074768066,-0.41532644629478455,0.5427577495574951,0.06099553033709526
1.4013500213623047,-0.05245993658900261,-0.1991325318813324,-0.7994521856307983,0.8451305031776428,0.05709772929549217
1.5462749004364014,-0.01660829968750477,-0.08973885327577591,-1.096232533454895,0.7208817601203918,0.05290050432085991
1.6263309717178345,0.0006348367896862328,-0.10835187882184982,-0.9081543684005737,0.6405795812606812,0.08249780535697937
1.5758569240570068,0.030580878257751465,-0.04359776899218559,1.1972980499267578,0.2430817037820816,0.3144832253456116
1.4832947254180908,-0.0046615819446742535,0.3125326335430145,2.471355676651001,-0.4672904908657074,0.336942583322525
1.5427467823028564,-0.08952092379331589,0.19212153553962708,1.3207767009735107,-0.7072138786315918,0.4480059742927551
1.5307766199111938,-0.1850353628396988,0.13957232236862183,0.3311663568019867,-0.8329769372940063,0.39817291498184204
1.4617445468902588,-0.23940196633338928,0.00870082899928093,-0.4715226888656616,-0.6024298071861267,0.2653459310531616
1.4323927164077759,-0.22577622532844543,-0.12237990647554398,-2.192556381225586,0.5894585847854614,-0.1429799497127533
1.4882622957229614,-0.10577651113271713,-0.143728569149971,-1.8341572284698486,0.8856882452964783,-0.03435811027884483
1.6304875612258911,-0.021879516541957855,-0.07368073612451553,-1.5077546834945679,0.5174650549888611,0.005282109137624502
1.7428226470947266,0.022846054285764694,-0.05331375449895859,-0.7011350393295288,0.09728352725505829,-0.026563862338662148
1.7074124813079834,0.037030115723609924,-0.12396056205034256,-0.5588589906692505,0.707931399345398,-0.006506399717181921
1.5156185626983643,0.053259339183568954,0.4523426294326782,3.633991003036499,-0.18846966326236725,0.20470567047595978
1.5386712551116943,0.01602870598435402,0.30864471197128296,1.68851637840271,-0.6033600568771362,0.2545289099216461
1.5403553247451782,-0.0619332455098629,0.19370700418949127,0.8494700789451599,-1.158033013343811,0.11629560589790344
1.4963784217834473,-0.1371462494134903,0.0412621833384037,0.8728625178337097,-0.42200592160224915,0.2027369886636734
1.5011762380599976,-0.20803871750831604,-0.21664203703403473,0.5928149223327637,-0.049825213849544525,0.03163912519812584
1.472867488861084,-0.2132401466369629,-0.28543227910995483,-1.621685266494751,0.7348293662071228,-0.06435972452163696
1.5227187871932983,-0.12022951245307922,-0.20456235110759735,-1.4804741144180298,0.9032129645347595,-0.016248533502221107
1.6673176288604736,-0.07851387560367584,-0.14958329498767853,-2.0390822887420654,0.8171924352645874,0.006206268444657326
1.7627044916152954,-0.06135636195540428,-0.19017602503299713,-1.5233328342437744,0.3276304304599762,0.03613824397325516
1.7589061260223389,-0.041077032685279846,-0.2240857183933258,-0.27980315685272217,-0.34300902485847473,-0.051092877984046936
1.7316677570343018,0.002818589098751545,-0.05363653600215912,0.39945441484451294,-0.20018047094345093,0.1303170770406723
1.7905713319778442,-0.02385983057320118,-0.0958361029624939,0.9914013743400574,-0.06917327642440796,0.2792099118232727
1.7847760915756226,-0.06397692114114761,-0.14881859719753265,-0.03820698708295822,0.012167279608547688,0.33015957474708557
1.804023265838623,-0.08029622584581375,-0.30976584553718567,-0.6375463604927063,-0.036317307502031326,0.27065789699554443
1.8033331632614136,-0.018696250393986702,-0.10582233965396881,-0.3994908034801483,0.3038555085659027,0.09749702364206314
1.8878824710845947,-0.01870023086667061,0.03082255646586418,-0.6530681252479553,0.04327844828367233,-0.04758762568235397
1.931941032409668,-0.02073776163160801,0.008160480298101902,-0.5024365186691284,-0.24945858120918274,0.03864515572786331
1.7815604209899902,0.006013534963130951,-0.04581435024738312,1.0477856397628784,0.8794001936912537,0.3160117268562317
1.8475573062896729,-0.006866334937512875,0.006660040933638811,1.2328118085861206,0.6364064812660217,0.24613255262374878
1.8780035972595215,-0.017708497121930122,0.05579455941915512,0.33096709847450256,0.08341307938098907,0.29694920778274536
1.8221356868743896,-0.008828222751617432,0.020323315635323524,-0.6536698341369629,0.028838887810707092,0.30699434876441956
1.800704002380371,-0.04129279404878616,0.1355334371328354,0.26691150665283203,-0.6051263213157654,0.2993912696838379
1.820541501045227,-0.027313990518450737,0.10803059488534927,-0.2638339698314667,-0.20758815109729767,0.08260921388864517
1.8682612180709839,-0.031057577580213547,0.019397834315896034,-0.27861708402633667,-0.23192709684371948,-0.03545151650905609
1.7268232107162476,-0.010699626989662647,0.05333123356103897,-0.08526681363582611,0.10040854662656784,0.15135705471038818
1.7470771074295044,0.03263002261519432,0.25688666105270386,1.1111088991165161,-0.2785446345806122,0.11863984167575836
1.7512470483779907,0.03045968897640705,0.11904279887676239,0.6899139881134033,-0.04722749441862106,0.19662468135356903
1.7256536483764648,0.015367087908089161,-0.011941616423428059,-0.09189323335886002,0.08722873777151108,0.21131941676139832
1.7616504430770874,0.00464633060619235,-0.0719413012266159,-0.905938982963562,0.44731250405311584,0.1550932228565216
1.8360848426818848,0.0507463701069355,-0.02459235116839409,-0.4858153164386749,0.34816041588783264,-0.03828980773687363
1.915582299232483,0.03525398299098015,0.018782325088977814,-0.4614807069301605,0.047707267105579376,-0.025379139930009842
1.9319953918457031,0.050042640417814255,-0.07549329847097397,0.0374976210296154,-0.2725785970687866,-0.039494339376688004
1.8653525114059448,0.043632831424474716,0.03433685377240181,0.31792527437210083,-0.20023927092552185,0.016504546627402306
1.881682276725769,0.06233374401926994,0.11637081950902939,0.7302911281585693,-0.07732721418142319,0.21370774507522583
1.9034359455108643,0.05345109477639198,0.02735360711812973,0.5344588160514832,-0.0001880117633845657,0.23830707371234894
1.837341547012329,0.03984580188989639,-0.0623638853430748,-0.5152184963226318,0.07587295025587082,0.24162469804286957
1.829687237739563,0.0019613325130194426,0.13484108448028564,-0.4113057553768158,-0.27389195561408997,0.120562843978405
1.8551223278045654,0.04135594516992569,0.012092966586351395,-0.5106105804443359,-0.003604212310165167,0.07672429084777832
1.9088777303695679,0.008891930803656578,0.01873437687754631,-0.46626341342926025,-0.2677094340324402,-0.03198835253715515
1.8801170587539673,0.04397188872098923,-0.13736969232559204,-1.0243422985076904,0.3306337296962738,-0.10976659506559372
1.8259577751159668,0.10745346546173096,-0.02265261486172676,2.4323015213012695,0.5953994989395142,-0.0018247906118631363
1.8082349300384521,0.08915740251541138,0.13968901336193085,1.186985969543457,0.15370799601078033,0.1481580138206482
1.8291442394256592,0.06905018538236618,0.20532621443271637,0.6361441016197205,-0.4451850652694702,0.11169715970754623
1.7888513803482056,0.03716380149126053,0.01985284872353077,-0.8267426490783691,-0.17130208015441895,0.1053493320941925
1.802141785621643,0.019741414114832878,0.01171653438359499,-1.3939753770828247,-0.22136151790618896,-0.05890172719955444
1.7928792238235474,0.07978782057762146,0.050400346517562866,-0.6828092932701111,-0.08726132661104202,-0.08824805915355682
1.8502782583236694,0.12224086374044418,-0.023197602480649948,-0.9693260192871094,-8.553446969017386e-05,-0.10613049566745758
1.8968671560287476,0.0950239971280098,-0.04777789115905762,-0.508230447769165,-0.3649068772792816,-0.1706894189119339
1.753584384918213,0.13710185885429382,-0.213680237531662,1.5217772722244263,1.1443402767181396,0.2715277075767517
1.8366750478744507,0.090485118329525,-0.07846419513225555,1.4293698072433472,0.6509034037590027,0.22013378143310547
1.866997241973877,0.054683152586221695,0.00484373839572072,0.3075297474861145,-0.05364489555358887,0.149227574467659
1.8417420387268066,0.06058827415108681,-0.0038197427056729794,-0.4655916094779968,-0.2170286774635315,0.150569885969162
1.8153190612792969,0.04373832792043686,0.009498394094407558,-0.5095449090003967,-0.29516488313674927,0.11407605558633804
1.8353546857833862,0.09657711535692215,-0.01762673445045948,-0.4905955195426941,-0.14334054291248322,-0.021363576874136925
